preprocessedTweets	Polarity	cleanTweet	sentiment_score
راولپنڈيبيرون ملک ہيروئن اسمگل کرنےکي کوشش ناکام،اےايس ايف ٹورنٹوجانےوالےمسافرسےکلوکےقريب ہيروئن برآمد،اےايس ايف	P	راولپنڈيبيرون ملک ہيروئن اسمگل کرنےکي کوشش ناکام،اےايس ايف ٹورنٹوجانےوالےمسافرسےکلوکےقريب ہيروئن برآمد،اےايس ايف	0
جنرل فلن کا اعتراف صدر ٹرمپ کي مشکلات ميں اضافہ  مزيد پڑھيں	N	جنرل فلن اعتراف صدر ٹرمپ کي مشکلات ميں اضافہ مزيد پڑھيں	1
اللہ بھلا کرے اشرافيہ کے کلرکوں کا ان کو پھنسانے ميں کوئي کسر نہيں چھوڑتے<+>	N	اللہ بھلا اشرافيہ کلرکوں پھنسانے ميں کوئي کسر نہيں چھوڑتے	-2
اکتوبر  رات  بجے کا گلوبل نيوز بيٹ	O	اکتوبر رات بجے گلوبل نيوز بيٹ	0
اين آر و نے ملک کو ہميشہ نقصان پہنچايا ، عمران خان	N	اين آر ملک ہميشہ نقصان پہنچايا ، عمران خان	-2
’جب انڈين فوجي تمل باغيوں کو ديکھتے ہي اپنے ہتھيار چھپا ديتے تھے‘	O	’جب انڈين فوجي تمل باغيوں ديکھتے ہي اپنے ہتھيار چھپا ديتے تھے‘	0
راولپنڈي ميٹرک ٹن  منشيات کو آگ لگائي جائے گي،اے اين ايف	P	راولپنڈي ميٹرک ٹن منشيات آگ لگائي گي،اے اين ايف	-2
گاڈ فادرنے ملک کو کنگال کرديا، جعلي خان کو بات سمجھ نہيں آتي، زرداري  مزيد پڑھيں	N	گاڈ فادرنے ملک کنگال کرديا، جعلي خان بات سمجھ نہيں آتي، زرداري مزيد پڑھيں	0
“بلاؤ حسين اور علي کو بچائيں تمھيں” نعروں کے جواب ميں پوليس کا نہتي عورتوں پر تشدد کے دوران  جوابي نعرہ<+>    …	N	“بلاؤ حسين علي بچائيں تمھيں” نعروں جواب ميں پوليس نہتي عورتوں تشدد دوران جوابي نعرہ …	-2
حيدرآباد ميں متحدہ اور پي ايس پي کا ايک ہي دن جلسے کا اعلان، انتظاميہ پريشان	N	حيدرآباد ميں متحدہ پي ايس پي ايک ہي دن جلسے اعلان، انتظاميہ پريشان	0
بيرون ملک کالے دھن اور اثاثوں کا سراغ لگانے کيليے کمپنيوں پر نئي پابندياں	O	بيرون ملک کالے دھن اثاثوں سراغ لگانے کيليے کمپنيوں نئي پابندياں	1
وہ علاقے جہاں ہاتھيوں اور انسانوں ميں جنگ جاري ہے	O	جہاں ہاتھيوں انسانوں ميں جنگ جاري	0
بتانا چاہتا ہوں نصف صدي کے سفر ميں يہ کارواں کن کن صحراؤں سے گزرا،بلاول      …	O	بتانا چاہتا نصف صدي سفر ميں يہ کارواں صحراؤں گزرا،بلاول …	0
يہ ميزائل تو صرف شروعات ہے<+> اگر مزيد پانچ سال يہي صورتحال رہي تو  ہزار ميزائل رياض کو نشانہ بنائيں گے'	N	يہ ميزائل صرف شروعات اگر مزيد پانچ سال يہي صورتحال رہي ہزار ميزائل رياض نشانہ بنائيں گے'	0
بابر اعوان کا ٹويٹ              …	O	بابر اعوان ٹويٹ …	0
جمہوري دورميں چينلز کي بندش کے اقدام پر افسوس ہوتا ہے،خورشيد شاہ	N	جمہوري دورميں چينلز کي بندش اقدام افسوس ہوتا ہے،خورشيد شاہ	-4
پشاور زرعي يونيورسٹي کےڈائريکٹوريٹ پردہشتگردوں کاحملہ‘  افراد زخمي  مزيد پڑھيں  …	N	پشاور زرعي يونيورسٹي کےڈائريکٹوريٹ پردہشتگردوں کاحملہ‘ زخمي مزيد پڑھيں …	0
لاہوراسپاٹ فکسنگ کيس ميں عرفان،شرجيل خان اورخالدلطيف کوسزائيں ہوچکيں	N	لاہوراسپاٹ فکسنگ کيس ميں عرفان،شرجيل خان اورخالدلطيف کوسزائيں ہوچکيں	0
معروف ريسلر جان سينا کرکٹ کي دنيا ميں داخل  ويڈيو ديکھنے کے ليے لنک پر کلک کريں	O	معروف ريسلر جان سينا کرکٹ کي دنيا ميں داخل ويڈيو ديکھنے ليے لنک کلک کريں	2
چئيرمين نيب پر بہت بڑي ذمہ داري ہے، پبلک پريشر بہت بڑھ چکا ہے، عمران خان	O	چئيرمين نيب بہت بڑي ذمہ داري ہے، پبلک پريشر بہت بڑھ چکا ہے، عمران خان	1
لاہورنوازشريف غيرملکي پروازسےبراستہ دوحہ لندن روانہ ہوں گے	O	لاہورنوازشريف غيرملکي پروازسےبراستہ دوحہ لندن روانہ	0
ستمبر  رات  بجے کا گلوبل نيوز بيٹ	O	ستمبر رات بجے گلوبل نيوز بيٹ	0
’انڈيا سے آنے والے دھوئيں کے بادل سموگ کي ايک وجہ ہے‘	N	’انڈيا آنے دھوئيں بادل سموگ کي ايک وجہ ہے‘	0
بھٹو تيرا قافلہ رکا نہيں تھما نہيں،بي بي تيرا قافلہ رکا نہيں تھما نہيں،بلاول  بھٹو	P	بھٹو تيرا قافلہ رکا نہيں تھما نہيں،بي بي تيرا قافلہ رکا نہيں تھما نہيں،بلاول بھٹو	0
سربراہ ايم کيوايم پاکستان فاروق ستاريادگارہ شہداجانےکيلئےگھرسےباہرآگئے کراچيفاروق ستارکووالدہ اوران کي اہليہ رخصت کررہي ہيں	O	سربراہ ايم کيوايم پاکستان فاروق ستاريادگارہ شہداجانےکيلئےگھرسےباہرآگئے کراچيفاروق ستارکووالدہ اوران کي اہليہ رخصت کررہي ہيں	0
زخميوں ميںميڈيانمائندے،ايس ايچ او،ايليٹ فورس اہلکارشامل اسلام آباداسسٹنٹ کمشنر عبدالہادي اور ڈي سي پي عارف شاہ بھي زخمي	N	زخميوں ميںميڈيانمائندے،ايس ايچ او،ايليٹ فورس اہلکارشامل اسلام آباداسسٹنٹ کمشنر عبدالہادي ڈي سي پي عارف شاہ بھي زخمي	0
ليڈر شپ کي سياسي بصيرت دور انديشي ،ذہانت اور تدبر نے اس ملک کو نہ صرف ايٹمي قوت بنايا بلکہ <+><+><+><+> کا ائين	P	ليڈر شپ کي سياسي بصيرت انديشي ،ذہانت تدبر ملک نہ صرف ايٹمي قوت بنايا بلکہ ائين	1
خلق کے سرور، شافع محشر <+>	N	خلق سرور، شافع محشر	0
قاتلوں کے ليے فرار کا کوئي راستہ نہيں       …	N	قاتلوں ليے فرار کوئي راستہ نہيں …	0
وزيراعظم دھرنامنتظمين سےبراہ راست مذاکرات کريں،چوہدري شجاعت دانشمندي سےکام نہ لياگياتوحالات کشيدہ ہوں گے،چوہدري شجاعت حسين	O	وزيراعظم دھرنامنتظمين سےبراہ راست مذاکرات کريں،چوہدري شجاعت دانشمندي سےکام نہ لياگياتوحالات کشيدہ گے،چوہدري شجاعت حسين	3
حيدرآبادناموردانشورمحمدابراہيم جويوبر س کي عمرميں انتقال  کرگئے   حيدرآباد  محمد ابراہيم جويو کافي عرصے سے عليل تھے	N	حيدرآبادناموردانشورمحمدابراہيم جويوبر س کي عمرميں انتقال کرگئے حيدرآباد محمد ابراہيم جويو کافي عرصے عليل	-2
’غير ذمہ دار ٹور آپريٹرز جانوروں کو جنگلوں سے دور کر رہے ہيں‘	N	’غير ذمہ دار ٹور آپريٹرز جانوروں جنگلوں ہيں‘	2
کوئي بھي اين آر او کرے ہم اس کے خلاف ہيں<+>دو اين آر آوز نے پاکستان کو بہت نقصان پہنچايا<+>پاکستان کو قرض کے بوجھ تل…	N	کوئي بھي اين آر او خلاف ہيںدو اين آر آوز پاکستان بہت نقصان پہنچاياپاکستان قرض بوجھ تل…	-6
وزيراعظم شاہدخاقان عباسي نےزاہدحامدکااستعفي<+> منظورکرليا زاہدحامدنےگزشتہ رات وزيرقانون کےعہدےسےاستعفي<+> دياتھا	P	وزيراعظم شاہدخاقان عباسي نےزاہدحامدکااستعفي منظورکرليا زاہدحامدنےگزشتہ رات وزيرقانون کےعہدےسےاستعفي دياتھا	0
انڈين نيوي نے اپني جنس تبديل کرانے والے ايک اہلکار کو نوکري سے برخاست کر ديا	N	انڈين نيوي اپني جنس تبديل کرانے ايک اہلکار نوکري برخاست ديا	0
اُلجھے دامن کو ہٹاتے نہيں جھٹکا دے کر	O	اُلجھے دامن ہٹاتے نہيں جھٹکا	0
چين ميں بھرتيوں کيلئے جاپاني کمپنيوں سے مشترکہ انٹرويوز     …	O	چين ميں بھرتيوں کيلئے جاپاني کمپنيوں مشترکہ انٹرويوز …	0
’صدر ٹرمپ کافي دير تک نيوزي لينڈ کي وزير اعظم کو جسٹن ٹروڈو کي اہليہ سجھتے رہے‘	O	’صدر ٹرمپ کافي دير نيوزي لينڈ کي وزير اعظم جسٹن ٹروڈو کي اہليہ سجھتے رہے‘	0
آج جيئےبھٹو کےنع…	O	جيئےبھٹو کےنع…	0
بھٹو صاحب کل بھي زندہ تھے،آج بھي زندہ ہے،آصف زرادري	P	بھٹو صاحب بھي زندہ تھے،آج بھي زندہ ہے،آصف زرادري	1
احسن اقبال ريت ميں سردئيے ہوئے ہيں،جہانگيرترين کا ٹوئٹ اسحاق ڈارنے بھي يہي کيااورمعيشت کودلدل ميں لےآئے،جہانگيرترين…	N	احسن اقبال ريت ميں سردئيے ہيں،جہانگيرترين ٹوئٹ اسحاق ڈارنے بھي يہي کيااورمعيشت کودلدل ميں لےآئے،جہانگيرترين…	1
کسي کےدماغ کےکيڑےجھڑنےسےرہ گئےتووہ کراچي جلسےميں جھڑجائيں گے،فاروق ستار	N	کسي کےدماغ کےکيڑےجھڑنےسےرہ گئےتووہ کراچي جلسےميں جھڑجائيں گے،فاروق ستار	0
وسعت اللہ خان کا ہفتہ وار کالم بات سے بات ٹام اينڈ جيري کي مملکت	O	وسعت اللہ خان ہفتہ کالم بات بات ٹام اينڈ جيري کي مملکت	2
کے تعاقب ميں پاکستان کا جارحانہ آغاز	P	تعاقب ميں پاکستان جارحانہ آغاز	-2
ساگر کي گہرائي سے گہرا ہے اپنا پيار <><+><+><><+><+><><+><+><><+><+>	P	ساگر کي گہرائي گہرا اپنا پيار	1
بابر اعوان کا ٹويٹ              …	O	بابر اعوان ٹويٹ …	0
صحفہ  چوروں کي چوري پکڑي گئ<+><+><+>  کي بجا<+>   لکھ ديا<+><+><+> جاہلوں، انسانيت کے قاتلوں<+><+><+>	O	صحفہ چوروں کي چوري پکڑي گئ کي بجا لکھ ديا جاہلوں، انسانيت قاتلوں	0
کراچيسکھرميں زمين کي جعلي الاٹمنٹ کاکيس کراچيزمين حکومت کوواپس کردي گئي ہے،ملزم کےوکيل کامؤقف	P	کراچيسکھرميں زمين کي جعلي الاٹمنٹ کاکيس کراچيزمين حکومت کوواپس کردي گئي ہے،ملزم کےوکيل کامؤقف	0
~احترام لازم ہے ليکن جماعتِ اسلامي الوداع`	O	~احترام لازم ليکن جماعتِ اسلامي الوداع`	0
کراچيتيسري مرتبہ سائيڈ مارنےپر ميں نےمرسيڈيز کےٹائر پرفائرنگ کي،خاوربرني	N	کراچيتيسري مرتبہ سائيڈ مارنےپر ميں نےمرسيڈيز کےٹائر پرفائرنگ کي،خاوربرني	1
موغاديشو کي تاريخ کے بدترين دھماکے ميں ہلاکتوں کي تعداد  تک پہنچ گئي	N	موغاديشو کي تاريخ بدترين دھماکے ميں ہلاکتوں کي تعداد پہنچ گئي	1
ميٹس سےکہاافغان مہاجرين کا مسئلہ بھي حل کرنےکي ضرورت ہے،خواجہ آصف	O	ميٹس سےکہاافغان مہاجرين مسئلہ بھي حل کرنےکي ہے،خواجہ آصف	-2
اتوار  نومبر کا سيربين ريڈيو پروگرام	O	اتوار نومبر سيربين ريڈيو پروگرام	0
بھٹوکي بہادربيٹي بينظيرپوري زندگي آمريت کيخلاف لڑتي رہي اورشہيدہوئي،چيرمين بلاول بھٹو زرداري	P	بھٹوکي بہادربيٹي بينظيرپوري زندگي آمريت کيخلاف لڑتي رہي اورشہيدہوئي،چيرمين بلاول بھٹو زرداري	0
کل انشاءاللہ رپورٹ کي کاپي حاصل کرکے اس کو درست کيا جائے گا قاضي زاہد	O	انشاءاللہ رپورٹ کي کاپي حاصل کرکے درست کيا قاضي زاہد	2
اکتوبر رات  بجے کا گلوبل نيوز بيٹ	O	اکتوبر رات بجے گلوبل نيوز بيٹ	0
کيا پاکستان ايک اور آئي ايم ايف پلان کي جانب بڑھ رہا ہے؟	O	کيا پاکستان ايک آئي ايم ايف پلان کي جانب بڑھ ہے؟	0
